FrameCount,Timestamp,Latency_ms,FPS
1,1770788295.5272436,6.698369979858398,11.962705531708568
2,1770788295.9290001,3.9675235748291016,26.79296049059376
3,1770788296.0314949,7.619380950927734,10.72873911920213
4,1770788296.082038,5.682229995727539,21.66915855983385
5,1770788296.1289625,2.0987987518310547,24.50187226535345
6,1770788296.1761131,7.992982864379883,22.73039821378249
7,1770788296.2216148,7.585048675537109,24.26641364467381
8,1770788296.26678,3.7279129028320312,24.041085840058695
9,1770788296.3103964,5.198001861572266,24.849391844255255
10,1770788296.3543906,3.811359405517578,25.76369633720109
11,1770788296.4021852,2.8302669525146484,22.703821587095376
12,1770788296.4480124,7.799863815307617,25.095756647440346
13,1770788296.4970882,4.554986953735352,23.280994671403196
14,1770788296.5451798,11.348485946655273,22.82887747104415
15,1770788296.5903559,2.838611602783203,24.102702019331332
16,1770788296.635178,2.326488494873047,24.58459500489429
17,1770788296.6808689,6.284952163696289,23.8395352934824
18,1770788296.7259023,1.9598007202148438,25.572529509316166
19,1770788296.7710817,10.56218147277832,23.93298792595805
20,1770788296.815937,10.126590728759766,24.503303675229155
21,1770788296.863085,7.663249969482422,24.206612762666573
22,1770788296.905604,10.764598846435547,26.629148995606574
23,1770788296.956874,9.911775588989258,22.48088673541582
24,1770788297.0480082,6.478309631347656,11.451274182715672
25,1770788297.0899072,9.510517120361328,25.868729107303654
26,1770788297.1386714,7.321834564208984,22.889674743505786
27,1770788297.1818733,3.4792423248291016,25.087350766801446
28,1770788297.2446067,6.813764572143555,17.475756957088752
29,1770788297.2885363,9.220361709594727,24.730566037735848
30,1770788297.3330772,1.5497207641601562,24.48485131522107
31,1770788297.3810792,10.763168334960938,22.279079155644794
32,1770788297.424769,3.494739532470703,25.273438300282603
33,1770788297.4717402,8.968114852905273,23.987875391047236
34,1770788297.5231628,12.767791748046875,22.24493107965484
35,1770788297.570828,9.076833724975586,22.749137613086585
36,1770788297.6191723,4.780292510986328,22.154106188333227
37,1770788297.6668046,1.4445781707763672,23.247960269599147
38,1770788297.7131002,9.161710739135742,24.716284222560077
39,1770788297.7630553,6.70933723449707,24.022910032303145
40,1770788297.873083,3.8976669311523438,9.414654731228172
41,1770788297.9193199,3.1855106353759766,25.756260516070398
42,1770788297.961759,1.5232563018798828,25.786029583543385
43,1770788298.0583758,5.17725944519043,10.883102056067006
44,1770788298.105723,0.4944801330566406,22.750371551621267
45,1770788298.157865,5.310535430908203,21.25764794128976
46,1770788298.205983,1.8978118896484375,22.650732018166796
47,1770788298.2608783,3.912687301635742,20.880689002837656
48,1770788298.3101852,1.8918514251708984,22.522897156113068
49,1770788298.3572435,3.57818603515625,24.53526762211173
50,1770788298.4096904,6.786823272705078,21.031986962517237
51,1770788298.4629214,2.529144287109375,21.72606628197292
52,1770788298.51549,8.902788162231445,21.442943104144618
53,1770788298.5669005,0.9632110595703125,22.39302951351813
54,1770788298.6171837,3.3745765686035156,21.904315265584934
55,1770788298.7261195,7.417440414428711,9.61085943819272
56,1770788298.7749407,0.6690025329589844,21.9454594922668
57,1770788298.8235474,12.513160705566406,23.469101815170436
